Pathway,AMCF,genes
Interferon_Pathway,0.0,ARHGEF1 ARHGEF10 ARHGEF11 ARHGEF12 ARHGEF15 ARHGEF16 ARHGEF2 ARHGEF3 ARHGEF4 ARHGEF5 ARHGEF6 ARHGEF7 ARHGEF9 ATF4 CREB1 CREB3 CREB3L4 EIF4E EIF4EBP1 H3F3A H3F3B HIST1H3A HIST1H3B HIST1H3C HIST1H3D HIST1H3E HIST1H3F HIST1H3G HIST1H3H HIST1H3I HIST1H3J HIST2H3C HIST3H3 IFNA1 IFNA10 IFNA13 IFNA14 IFNA16 IFNA17 IFNA2 IFNA21 IFNA4 IFNA5 IFNA6 IFNA7 IFNA8 IFNAR1 IFNAR2 IFNB1 IFNG IFNGR1 IFNGR2 IFNK IFNW1 IL6 IRF9 IRS1 IRS2 JAK1 JAK2 MAP2K3 MAP2K6 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K6 MAPK11 MAPK12 MAPK13 MAPK14 MCF2L MTOR NET1 PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PRKCD RAC1 RPS6 RPS6KA4 RPS6KA5 RPS6KB1 STAT1 STAT2 TYK2 VAV1 VAV2 VAV3 
Interferon_Pathway_Gene_Expression,0.0,H3F3A H3F3B HIST1H3A HIST1H3B HIST1H3C HIST1H3D HIST1H3E HIST1H3F HIST1H3G HIST1H3H HIST1H3I HIST1H3J HIST2H3C HIST3H3 MAPK11 MAPK12 MAPK13 MAPK14 RPS6KA4 RPS6KA5 
Interferon_Pathway_Transcription,0.0,IRF9 STAT1 STAT2 
Interferon_Pathway_Translation,0.0,EIF4E EIF4EBP1 MTOR RPS6 RPS6KB1 RPS6KB1 
IP3_Pathway,1.0,ATF4 ATP2C1 BTK CACNA1A CACNA1B CACNA1C CACNA1D CACNA1E CACNA1F CACNA1G CACNA1H CACNA1I CACNA1S CACNA2D1 CACNA2D2 CACNA2D3 CACNA2D4 CACNB1 CACNB2 CACNB3 CACNB4 CACNG1 CACNG2 CACNG3 CACNG4 CACNG5 CACNG6 CACNG7 CACNG8 CALM1 CALM2 CALM3 CAMK2A CAMK2B CAMK2D CAMK2G CAMK4 CAMKK1 CAMKK2 CD19 CD247 CD3D CD3E CD3G CD79A CD79B CREB1 CREB3 CREB3L4 CREBBP EGF EGFR EP300 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FLT1 FLT4 FYB FYN GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAL GNAO1 GNAQ GNAS GNAT1 GNAT2 GNAT3 GNAZ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GRAP2 GRB2 HDAC9 HRAS ITK ITPR1 ITPR2 ITPR3 KDR LAT LCP2 MEF2A MEF2B MEF2C MEF2D MET NFATC2 NGFR OGFR PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 PTEN SHC1 SHC2 SHC3 SOS1 SOS2 SYK VAV1 VAV2 VAV3 VEGFA VEGFB VEGFC ZAP70 
IP3_Pathway_Gene_Expression,0.0,ATF4 CALM1 CALM2 CALM3 CAMK2A CAMK2B CAMK2D CAMK2G CAMK4 CAMKK1 CAMKK2 CREB1 CREB3 CREB3L4 CREBBP EP300 HDAC9 MEF2A MEF2B MEF2C MEF2D NFATC2 PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 
JAK_mStat_Pathway,1.0,AKT1 BRCA1 CISH CREBBP EP300 FOS GRB2 HRAS IRF9 IRF9 JAK1 JAK2 JUN KPNA1 KRAS MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAPK1 MAPK3 MCM5 MRAS MYC NFKB1 NFKB2 NRAS PIAS1 PIAS3 PIK3CA PTPN11 PTPN6 RAF1 RAN REL RELA RELB RRAS RRAS2 SH2B1 SMAD1 SMAD2 SMAD3 SMAD4 SMAD5 SMAD6 SMAD9 SOS1 SOS2 SP1 STAT1 STAT2 STAT3 STAT5A TYK2 UBE2I 
JAK_mStat_Pathway_Akt_Pathway,0.0,AATK AKT1 AKT2 AKT3 ALK AXL CSF1R DDR1 DDR2 EGF EGFR EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB2 ERBB3 ERBB4 FGF1 FGF10 FGF11 FGF12 FGF13 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF3 FGF4 FGF5 FGF6 FGF7 FGF8 FGF9 FGFR1 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 IGF1R INSR INSRR JAK1 JAK2 JAK3 KDR KIT LIFR LMTK2 LMTK3 MERTK MET MST1R MUSK NTRK1 NTRK2 NTRK3 PDGFRA PDGFRB PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PTK7 RET ROR1 ROR2 ROS1 RYK STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 TEK TYRO3 VEGFA VEGFB VEGFC 
JAK_mStat_Pathway_JAK_degradation,0.0,PIAS1 PIAS2 PIAS3 PIAS4 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 SUMO1 SUMO2 SUMO3 UBE2I 
JNK_Pathway,1.0,AATK ALK ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ANGPTL6 AREG ARHGEF1 ATF2 AXL BAX BCL2 BDNF BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B BTC BTK C2orf3 CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL5 CCL7 CCL8 CD2 CD4 CD80 CDC42 CEBPB CHUK CLEC11A CRK CRKL CSF1R CSF2RB CTGF CXCL12 DAXX DCX DDR1 DDR2 DUSP1 DUSP10 DUSP14 DUSP16 DUSP4 DUSP6 DUSP7 DUSP9 EGF EGFR ELK1 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB2 ERBB3 ERBB4 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNA12 GNA13 GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GNRH1 GNRH2 GPC6 GPR119 GRB2 HDGF HGF HNF1A HNF1B HNF4A HRAS HSF1 IGF1 IGF1R IGF2 IGF2AS IL10RA IL10RB IL17RC IL18R1 IL1R1 IL2 IL2RA IL2RB IL2RG IL3 IL3RA IL4R IL6 IL6R IL7R IL9 IL9R INSR INSRR IRS1 JUN KDR KIT KITLG KLF10 KRAS LEFTY1 LEFTY2 LHB LIFR LMTK2 LMTK3 LTBP1 LTBP2 LTBP3 LTBP4 MAP1B MAP2 MAP2K4 MAP2K7 MAP3K1 MAP3K10 MAP3K11 MAP3K4 MAP3K5 MAP3K7 MAP3K9 MAP4K1 MAP4K2 MAP4K3 MAP4K4 MAP4K5 MAPK10 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 MDK MERTK MET MRAS MST1R MUSK NFATC2 NFATC3 NFE2L1 NGF NGFR NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGN P2RY13 PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PPAP2B PPBP PROK1 PSIP1 PTK7 PTN PXN RAC1 RAC2 RAC3 RAF1 RET RHOA RIPK1 ROR1 ROR2 ROS1 RRAS RRAS2 RYK SEMA3A SEMA4B SEMA4G SEMA5A SH3RF1 SMAD4 SOS1 SOS2 SPIRE1 SPIRE2 SPON1 STAT4 TBRG1 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TDGF1 TEAD1 TEAD4 TEK TFAM TGFA TGFB1 TGFB2 TGFB3 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TNFRSF13C TNFRSF17 TNFRSF18 TNFRSF1A TNFRSF1B TNFRSF25 TNFSF10 TNFSF13B TP53 TRADD TRAF2 TYMP TYRO3 UTS2 VEGFB VEGFC ZEB1 ZNF354A 
JNK_Pathway_Apoptosis_Inflammation_Tumorogenesis_Cell_Migration,0.0,ATF2 BCL2 CEBPB CHUK DCX ELK1 GCFC2 HNF1A HNF1B HNF4A HSF1 JUN MAP1B MAP2 MAP2K4 MAP2K7 MAPK10 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 NFATC2 NFATC3 NFE2L1 PXN SMAD4 SPIRE1 SPIRE2 STAT4 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TEAD1 TEAD4 TFAM TP53 ZEB1 ZNF354A 
JNK_Pathway_Insulin_signaling,0.0,DUSP1 DUSP10 DUSP14 DUSP16 DUSP4 DUSP6 DUSP7 DUSP9 IRS1 MAP2K4 MAP2K7 MAP3K10 MAP3K11 MAP3K4 MAPK10 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 SH3RF1 
MAPK_Family_Pathway,1.0,ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ARAF ARHGEF1 ARHGEF10 ARHGEF11 ARHGEF12 ARHGEF15 ARHGEF16 ARHGEF2 ARHGEF3 ARHGEF4 ARHGEF5 ARHGEF6 ARHGEF7 ARHGEF9 ATF2 ATF4 BAX BCL2 BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP6 BMP7 BMP8B BRAF BTK CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL5 CCL7 CCL8 CD2 CD4 CDC42 CHUK CREB1 CREB3 CREB3L4 CRK CRKL CSF2RB DAXX EGF EGFR EIF4E ELK1 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT4 GNA11 GNA12 GNA13 GNA14 GNA15 GNAQ GNAS GNB1 GNB2 GNB3 GNB4 GNB5 GNG2 GNG3 GNG4 GRB2 H3F3A H3F3B HIST1H3A HIST1H3B HIST1H3C HIST1H3D HIST1H3E HIST1H3F HIST1H3G HIST1H3H HIST1H3I HIST1H3J HIST2H3C HIST3H3 HRAS HSPB1 IKBKB IKBKE IKBKG IL10 IL10RA IL10RB IL11 IL11RA IL12A IL12B IL12RB1 IL12RB2 IL13 IL13RA1 IL13RA2 IL15 IL15RA IL16 IL17A IL17RC IL18 IL18R1 IL19 IL1A IL1B IL1R1 IL2 IL20 IL20RA IL22 IL22RA1 IL22RA2 IL23A IL24 IL26 IL2RA IL2RB IL2RG IL3 IL3RA IL4 IL4R IL5 IL6 IL6R IL7 IL7R IL8 IL9 IL9R JUN KDR KRAS LEFTY2 LTA MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP2K7 MAP3K1 MAP3K10 MAP3K11 MAP3K12 MAP3K13 MAP3K14 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K6 MAP3K7 MAP3K8 MAP4K1 MAP4K2 MAP4K3 MAP4K4 MAP4K5 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 MAPKAPK2 MAPKAPK3 MAPKAPK5 MCF2L MET MKNK1 MKNK2 MRAS NET1 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NGFR NRAS OGFR PAK1 PAK2 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 RAC1 RAC2 RAC3 RAF1 REL RELA RELB RIPK1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA5 RRAS RRAS2 SHC1 SHC2 SHC3 SOS1 SOS2 TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR2 TGFBR3 TNF TNFRSF17 TNFRSF1A TNFRSF1B TNFSF10 TNFSF13B TRADD TRAF2 VEGFB VEGFC 
MAPK_Family_Pathway_Chromatin_Remodeling,0.0,H3F3A H3F3B HIST1H3A HIST1H3B HIST1H3C HIST1H3D HIST1H3E HIST1H3F HIST1H3G HIST1H3H HIST1H3I HIST1H3J HIST2H3C HIST3H3 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 RPS6KA1 RPS6KA2 RPS6KA3 
MAPK_Family_Pathway_Cytoskeleton,0.0,HSPB1 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK8 MAPK9 MAPKAPK2 MAPKAPK3 MAPKAPK5 
MAPK_Family_Pathway_Gene_Expression,0.0,ATF2 ATF4 CHUK CREB1 CREB3 CREB3L4 ELK1 IKBKB IKBKE IKBKG JUN MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K6 MAP2K7 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB RPS6KA4 RPS6KA5 
MAPK_Family_Pathway_IKBs_Degradation,0.0,CHUK IKBKB IKBKE IKBKG MAP3K14 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB 
MAPK_Family_Pathway_Translation,0.0,EIF4E MAPK7 MKNK1 MKNK2 
MAPK_Signaling_Pathway,1.0,AATK ACAN ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY7 ADCY8 ADCY9 ALK ANGPTL6 ARAF AREG ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 AXL BCAR1 BCL2 BDNF BMP1 BMP10 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BRAF BTC C2orf3 CDC42 CEBPB CHUK CLEC11A CLEC14A CNKSR1 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 CREB1 CREB3 CREB3L4 CSF1R CTGF CXCL12 DDIT3 DDR1 DDR2 ECM1 ECM2 EFEMP1 EFEMP2 EGF EGFR ELK1 ELN EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR EPYC ERBB2 ERBB3 ERBB4 FBN1 FBN2 FBN3 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 FN1 FOS FRAS1 FREM1 FREM2 FREM3 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GLG1 GMFG GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAL GNAO1 GNAQ GNAS GNAT1 GNAT2 GNAT3 GNAZ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GNRH1 GNRH2 GPC6 GRB2 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HBEGF HDGF HGF HNF1A HNF1B HNF4A HRAS HSF1 HSPG2 IGF1 IGF1R IGF2 IGF2AS IGF2R IL1A IL1B IL1R1 IL1R2 IL2 IL2RA IL3 IL6 IL9 IMPG1 IMPG2 INSR INSRR IRAK1 IRAK2 IRAK3 IRAK4 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 JUN KDR KIT KITLG KLF10 KRAS LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 LEFTY1 LEFTY2 LHB LIFR LMTK2 LMTK3 LTA LTBP1 LTBP2 LTBP3 LTBP4 MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP2K7 MAP3K1 MAP3K10 MAP3K11 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAP3K8 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK7 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 MAPKAPK2 MAPKSP1 MDK MEF2A MEF2B MEF2C MEF2D MEPE MERTK MET MKNK1 MKNK2 MMRN2 MRAS MST1R MUSK MYC NCAN NFE2L1 NFKB1 NFKB2 NGF NGFR NRAS NRG1 NRG2 NRG3 NRG4 NRP1 NRP2 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGFR OGN OSM PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PPAP2B PPBP PRG2 PRG4 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PROK1 PSIP1 PTK2 PTK2B PTK7 PTN PXN RAC1 RAF1 RAP1A RAP1B REL RELA RELB RET RIPK1 ROR1 ROR2 ROS1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA5 RPS6KA6 RRAS RRAS2 RYK SEMA3A SEMA4B SEMA4G SEMA5A SH3RF1 SMC3 SOS1 SOS2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 SRC STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 TAOK2 TBRG1 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TDGF1 TEAD1 TEAD4 TEK TFAM TGFA TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR3 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TLN1 TLN2 TNC TNF TNFRSF1A TNFRSF1B TP53 TRADD TRAF2 TRAF6 TYMP TYRO3 UTS2 VCAN VCL VEGFB VEGFC WNK1 ZEB1 ZNF354A 
MAPK_Signaling_Pathway_Cell_Servival_Cell_Militory_Inflammation_Apoptosis_Osmoregulation,0.0,ATF2 ATF3 CEBPB CHUK HNF1A HNF1B HNF4A LEFTY1 MAP2K5 MAPK7 MEF2A MEF2C MEF2D NFE2L1 PGF TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TDGF1 TEAD1 TEAD4 TFAM ZEB1 ZNF354A 
MAPK_Signaling_Pathway_Gene_Expression,0.0,ARAF ATF4 BCL2 BRAF CDC42 CEBPB CHUK CNKSR1 CREB1 CREB3 CREB3L4 FOS GCFC2 HNF1A HNF1B HNF4A JUN LAMTOR3 LEF1 MAP2K1 MAP2K2 MAP2K4 MAP2K7 MAP3K1 MAP3K10 MAP3K11 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAP3K8 MAPK1 MAPK10 MAPK3 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 NFE2L1 PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PXN RAF1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA5 RPS6KA6 SH3RF1 SHC1 SHC2 SHC3 STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 TAOK2 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TEAD1 TEAD4 TFAM ZEB1 ZNF354A 
Mismatch_repair_effect,0.0,EXO1 MLH1 MSH2 MSH3 MSH6 PCNA PMS1 PMS2 POLH RFC2 RPA1 RPA2 RPA3 
Mismatch_Repair_Pathway,1.0,EXO1 FEN1 IGF2AS MLH1 MSH2 MSH3 MSH6 PCNA PMS1 PMS2 POLA1 POLD1 POLE POLR1A RFC1 RFC2 RFC3 RFC4 RFC5 RPA2 RPA3 
Mitochondrial_Apopotosis_m_Pathway,-1.0,AIFM1 AKT1 ANGPTL6 APAF1 AREG ATM BAD BAK1 BAX BBC3 BCL2 BCL2L1 BCL2L11 BDNF BID BIRC2 BMP1 BMP10 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BTC CASP12 CASP3 CASP8 CASP9 CDKN2A CHEK2 CLEC11A CLEC14A CTGF CXCL12 CYCS DIABLO EGF EGFR ENDOG FADD FAS FASLG FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT4 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GLG1 GMFG GNRH1 GNRH2 GPC6 HBEGF HDGF HGF HTRA2 IGF1 IGF1R IGF2 IGF2R IL2 IL2RA IL3 IL6 IL9 KDR KIT KITLG KLF10 LEFTY1 LEFTY2 LHB LTBP1 LTBP2 LTBP3 LTBP4 MDK MDM2 MET NGF NGFR NRG1 NRG2 NRG3 NRG4 NRP1 NRP2 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGFR OGN PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PMAIP1 PPAP2B PPBP PPID PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PROK1 PRPS1 PSIP1 PTN RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA5 RPS6KA6 SEMA3A SEMA4B SEMA4G SEMA5A SLC25A4 SLC25A5 SLC25A6 SPON1 TBRG1 TDGF1 TGFA TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR3 THPO TIMP1 TIMP2 TIMP3 TIMP4 TP53 TP53AIP1 TSPO TYMP UTS2 VDAC1 VDAC2 VDAC3 VEGFB VEGFC 
Mitochondrial_Apopotosis_m_Pathway_Apoptosis,0.0,APAF1 BIRC2 CASP12 CASP3 CASP8 CASP9 DIABLO FADD FAS FASLG HTRA1 PRPS1 
Mitochondrial_Apopotosis_m_Pathway_Depolarization,0.0,MDM2 TP53 TP53AIP1 
Mitochondrial_Apopotosis_m_Pathway_DNA_fragmentation,0.0,AIFM1 BAK1 BAX BCL2 BCL2L1 ENDOG 
Mitochondrial_Apopotosis_m_Pathway_Gene_expression,0.0,ATM CDKN2A CHEK2 MDM2 TP53 
